Query >939	 [np] 不禁/d [vp] 
8	 t [advp] 不再/d [vp] 
22	 r [advp] 不/d [vp] p r u 
8	 不论是/c p s 
77	 r 不要/d [np] y 
14	 r 不过/d [vp] [qp] 
8	 r 不过/d [vp] [advp] [vp] 
14	 r 不/d [vp] a y y 
8	 [advp] 不过/d m [np] 
106	 [np] c 不/d a [vp] 
13	 [np] 不/d g y 
26	 r [qp] r [advp] 不/d [vp] 
14	 c r 不/d [vp] [qp] 
8	 b [vp] 不行/a 
8	 [advp] 不见/v r 
274	 r c 不/d [vp] p [vp] 
13	 [advp] [vp] 不行/a y 
3288	 c r [advp] 不/d [vp] a u 
13	 [advp] [vp] 不/d u s [vp] s [np] m [np] 
20	 [vp] 不/d [vp] z 
8	 r [advp] [vp] 不安/a 
15	 r 不/d r a y 
8	 [np] [vp] 不朽/z u 
8	 不管/c [vp] a [vp] a 
8	 r 不怕/v [np] 
14	 [advp] 不/d [pp] a 
8	 [np] 不孝/a 
8	 [np] s 不/d a 
29	 [vp] 不/d [vp] m t f 
8	 不由/d a [vp] 
8	 [vp] 不动声色/v 
8	 c r 不/d p s 
8	 a b 不/d [pp] 
273	 不过/c [np] [vp] y 
8	 不由/d [vp] m [vp] 
8	 [np] a u 不能/v [advp] a 
8	 [pp] 不/d a y 
37	 [advp] 不过如此/v y 
15	 p r [qp] 不/d [np] 
63	 r l [advp] 不/d [vp] 
8	 m 不得已/a g 
16	 r 不/d p r y 
13	 r [advp] m g 不/d [vp] 
15	 不要/d c [vp] 
78	 不过/c [advp] a y 
8	 t u [np] 不/d [vp] y 
19	 [np] 不过/c [vp] 
8	 不但/c [vp] a u 
8	 [np] r 不要/d [vp] 
8	 不过/c r s [vp] 
18	 [vp] 不/d c [vp] 
8	 [advp] r [advp] 不/d [advp] a 
114	 r [advp] [vp] 不少/m u [np] 
15	 r [advp] 不/d [vp] p r a 
45	 r 不久/d [advp] [vp] y 
8	 c 不/d [advp] [vp] y 
29	 r [advp] 不/d [vp] a u y 
27	 [advp] 不/d [vp] [advp] p [vp] 
8	 不消/v r 
8	 不/d g a y 
8	 p [vp] 不/d u 
18	 [advp] 不在少数/v 
1906	 c r 不/d [vp] g r 
13	 r [advp] 不寒而栗/v 
504	 r 不/d [vp] [advp] 不/d [vp] y 
8	 [np] [advp] 不/d g y 
8	 o [vp] [qp] 不/d [vp] 
8	 [vp] [advp] 不幸/a 
8	 [advp] [vp] 不理/v r 
20	 [vp] 不要/d [vp] y 
8	 [advp] [vp] 不/d u u 
8	 r [advp] [vp] [qp] 不安/a 
8	 r 不/d [vp] a u y 
8	 不过/c r [advp] [vp] p [vp] 
8	 不错/a 不错/a 
48	 u [vp] [advp] 不/d [vp] [qp] 
31	 u [vp] [advp] [vp] 不/d [vp] y 
77	 p r [advp] 不错/a 
13	 r 不/d [np] r 
8	 不过/c r c [vp] 
8	 不由得/d [advp] a 
216	 c r 不/d a [vp] 
77	 r a 不/d [vp] y 
92	 r t [vp] 不/d [vp] y 
18	 [vp] 不/d r [advp] [vp] y 
8	 不过/c r y 
8	 [vp] 不好意思/a u 
38	 r 不/d [vp] c r [advp] [vp] 
22	 不甘寂寞/v u s 
8	 [qp] 不/d [vp] f [advp] [vp] 
8	 [vp] p [qp] r [advp] [vp] 不/d [vp] 
8	 [np] f [vp] 不/d [advp] l [vp] a u 
23	 不/d a [vp] g [vp] 
8	 [advp] 不然/c [advp] [vp] 
565	 c r [advp] 不/d [vp] l 
27	 s p s 不同/a 
7	 [advp] [qp] [advp] [vp] 不/d [vp] 
25	 不光/c [np] a 
13	 [vp] 不/d [vp] [advp] a u 
7	 p r [advp] 不好/a 
7	 p a 不利/a 
67	 c [np] f [np] 不/d a 
19	 p [qp] 不/d [np] f 
7	 t [np] [vp] 不/d a 
128	 [np] [vp] 不/d g [np] 
7	 [np] t [np] 不/d [vp] 
7	 [np] f 不仅/c [vp] 
544	 c r m [np] 不/d [vp] 
7	 m 不/d [vp] [pp] 
12	 不必/d [pp] [vp] 
7	 不仅/c p s [advp] [vp] 
7	 [advp] 不/d [vp] [pp] u [vp] 
7	 [pp] 不/d a g 
7	 [np] 不得/v [vp] c 不/d [vp] 
20	 [vp] 不/d [vp] b [vp] 
7	 b 不/d u a p [qp] 
7	 [vp] [advp] [vp] 不同/a u [np] 
13	 [vp] g 不意/d 
31	 [vp] 不复/d [vp] 
7	 [vp] 不幸/a [np] 
7	 [advp] [vp] 不便/a 
7	 [vp] [advp] 不在乎/v 
12	 [pp] c [np] 不同/a 
20	 [advp] [vp] 不必要/a u [np] 
7	 c 不/d [vp] [advp] [vp] g 
7	 t g 不/d g 
7	 g 不畏/v [vp] 
7	 [advp] 不可思议/l u [vp] 
370	 [np] 不/d p a a 
13	 r 不/d p m [vp] 
7	 [np] 不周/a 
31	 [np] 不足/v u [np] 
12	 [np] r 不/d [vp] 不/d [vp] 
7	 不违农时/v 
7	 c [advp] 不/d a [advp] [vp] 
7	 p t [np] 不/d a 
7	 a 不/d [vp] [advp] 
13	 s u [np] [advp] 不同/a 
54	 s u [np] [advp] 不/d [vp] p r c [np] [vp] 
7	 [vp] s 不容/v [vp] c [vp] 
7	 s [np] 不一/v 
37	 s 不/d [vp] s [vp] 
86	 r [advp] 不至于/d [vp] 
7	 不良/a [np] k [vp] p m 
7	 [pp] [vp] f 不久/m 
52	 r 不/d [vp] g g [vp] 
22	 s [np] [advp] 不容/v a 
7	 s m [np] [advp] [vp] 不一/v 
7	 c [advp] [vp] [qp] 不/d [np] 
7	 [vp] [advp] 不/d [vp] m t 
25	 [vp] 不足/v m t 
7	 [advp] [pp] 不符/v 
15	 不必/d [np] [vp] 
32	 c [pp] [np] [advp] 不/d a 
7	 c [vp] [qp] 不同/a u [np] 
13	 [np] 不外/v [vp] 
86	 [vp] s 不/d [vp] p s [vp] 
116	 [pp] [np] [advp] 不/d [np] f 
15	 [np] f u [np] [advp] 不/d [vp] 
7	 不/d [vp] s [np] [vp] a s 
34	 r [advp] [vp] c 不可/v [vp] 
14	 [vp] p [vp] 不/d [vp] 
7	 [np] u [advp] [vp] 不同/a [np] 
730	 c r [advp] a 不/d [vp] 
12	 [np] [advp] p 不断/d u [vp] 
12	 p [vp] 不足/a [np] 
7	 r [advp] 不/d [vp] m 不/d [vp] 
7	 p m t u 不断/d [vp] 
7	 c 不/d [advp] [np] 
7	 [np] u 不同/a c [np] 
132	 s [np] 不容/v a 
7	 不时/d [vp] [pp] 
175	 s [np] [vp] 不/d y 
7	 [np] 不好/a [np] 
85	 [advp] [vp] 不/d [vp] m [np] 
7	 [np] 不容/v [vp] 
7	 [np] 不/d [pp] r 
7	 t s [np] 不景气/a 
12	 [pp] [np] [vp] 不够/a 
7	 不要/d [vp] s [np] 
7	 m 不/d g s z [np] 
7	 m [vp] [advp] 不足/v 
28	 c 不/d [pp] [advp] [vp] 
12	 [vp] [advp] [vp] c 不/d [vp] 
7	 [pp] [np] 不/d [vp] [advp] [vp] 
13	 [vp] s f 不久/m 
7	 c [advp] [np] 不/d [vp] 
7	 b b m [np] 不/d [vp] 
42	 s [advp] 不/d [vp] p s [vp] 
7	 [np] f 不时/d [vp] 
25	 不/d [vp] [pp] c [np] [vp] 
7	 c s c 不/d a 
14	 r 不乏/v l 
14	 [np] g [np] 不/d a 
23	 [np] t [advp] 不/d [vp] 
7	 [advp] 不予/v [np] 
33	 [vp] p 不/d [vp] g 
32	 s [np] 不顾/v [np] 
7	 不/d [vp] p r g 
12	 r [advp] 不/d [vp] [qp] r 
7	 s [vp] 不/d [vp] p s [vp] 
7	 c [np] 不再/d [vp] 
24	 不少/m [advp] [vp] 
56	 [np] [vp] [advp] 不安/a 
137	 [advp] [vp] 不/d [pp] [vp] 
13	 s u [np] [advp] 不断/d [vp] 
13	 p s [np] 不/d [advp] [vp] 
7	 b u 不/d [vp] 
7	 不禁/d [qp] a 
56	 r 不单/c [vp] 
7	 c r 不/d [vp] c [np] 
7	 [pp] [vp] 不同/a [np] 
7	 不/d [vp] [advp] [vp] g [np] 
7	 s f [np] 不断/d 
7	 c c [vp] 不/d [vp] 
7	 [vp] c [vp] 不/d a 
42	 [vp] g 不/d [np] [vp] 
14	 [vp] 不少/m s [np] 
12	 不论是/c [np] [vp] 
7	 不许/d [pp] [vp] 
7	 a 不/d a u 
7	 [vp] 不/d u t 
7	 不/d [vp] [advp] [vp] p [vp] 
23	 c 不/d [vp] p s [np] 
20	 [vp] 不当/a [np] 
7	 p a m t u 不懈努力/v 
56	 c [vp] 不/d g [vp] 
12	 c [advp] 不断/d [vp] 
7	 t [vp] 不好/a 
7	 c [advp] 不能/v [advp] a 
19	 p s [vp] 不断/d [vp] 
7	 [vp] k 不/d u [vp] 
7	 t [advp] 不会/v [vp] 
7	 t r 不/d p s 
7	 [vp] f 不同寻常/v u [np] 
7	 [vp] [advp] 不便/a 
14	 [np] 不复存在/v 
7	 [vp] 不怕/v [np] [vp] 
7	 m 不足/a 
7	 [np] c g c 不/d [advp] [vp] 
7	 p [qp] 不同/a [np] 
19	 不可或缺/l u [np] 
19	 [np] 不/d [vp] [advp] [np] 
7	 [pp] [vp] 不/d [advp] [vp] 
7	 不仅/c [vp] s [vp] 
59	 r 不服/v [np] 
19	 [np] 不可估量/v 
7	 c [np] [vp] 不/d [advp] 
7	 [advp] 不/d p s a 
7	 [vp] t 不满/a m 
7	 m 不/d g [vp] 
7	 [np] u 不/d [vp] [qp] 
7	 不/d [vp] c [pp] [advp] [vp] 
7	 不管/c [vp] p s 
116	 [np] 不灵/a [advp] 
7	 c [vp] 不/d [vp] s 
7	 [advp] [np] 不/d p 
7	 r a u 不/d a 
7	 [np] 不时/d u [vp] 
34	 [advp] 不/d a [pp] [vp] 
13	 [vp] [advp] u 不/d a 
7	 不要/d p s [vp] 
25	 r 不好/a [vp] 
7	 p m [np] u 不断/d [vp] 
7	 l 不行/a 
43	 [np] [advp] 不用/d [vp] y 
44	 [np] [vp] 不得/v [vp] m 
7	 l u 不同/a 
12	 r 不愧/d [vp] 
7	 g [np] 不/d [advp] 
7	 [vp] [qp] 不必要/a u [np] 
12	 [advp] [vp] 不错/a u [np] 
7	 a [vp] 不/d u [np] 
7	 不/d [pp] [np] f 
7	 p 不同/a [np] u 不同/a [np] 
541	 不论/c [vp] c [np] 
7	 不幸/a u r 
7	 [vp] c r 不/d [vp] 
7	 不/d [vp] [advp] p s [vp] 
7	 [np] c 不/d [vp] p 
7	 不仅/c [np] 不/d a 
14	 p t u [np] 不同/a 
7	 r 不/d [vp] t [vp] 
7	 [np] [advp] 不甘寂寞/v 
14	 r m [np] [advp] 不/d [vp] 
7	 不/d [vp] s c s 
7	 l u [np] [advp] 不/d a 
24	 r 不仅/c p r 
7	 p s c 不/d a 
52	 [np] [vp] k 不/d [vp] 
7	 不过/c m t u [np] 
12	 [vp] 不/d [vp] s [vp] 
7	 不过/c [advp] r 
14	 [vp] 不/d a u r 
18	 [np] [vp] 不过/c [np] 
35	 r [pp] [advp] 不/d [advp] [vp] 
7	 不时/d [advp] [vp] 
7	 不论/c [vp] c [vp] 
39	 r [advp] [vp] 不得已而为之/v 
19	 不仅/c [vp] b u [np] 
7	 不得/v [vp] p [vp] 
21	 m t [advp] 不/d [vp] a 
7	 不/d [vp] p r u [vp] 
7	 不/d [vp] b g 
12	 p [vp] c [advp] [vp] 不/d [vp] g 
7	 不/d [vp] [pp] c [np] f [vp] 
7	 [np] 不/d [vp] [qp] u 
7	 [vp] 不得/v [vp] m [np] 
7	 [vp] 不/d g [vp] c [vp] [pp] [np] [vp] 
28	 p 不同/a [np] [advp] [vp] 
7	 [np] 不足/v g 
62	 c r [advp] [qp] [advp] 不/d [vp] 
7	 不仅/c s r 
7	 [np] [vp] 不/d y y 
13	 [np] 不慌不忙/v u [vp] 
7	 b p [vp] 不可/v 
28	 不禁/d [advp] a [vp] 
12	 [vp] 不少/m l 
52	 r [advp] [vp] t [vp] 不/d [vp] 
7	 c b [vp] 不/d [vp] 
7	 t [np] [advp] 不错/a 
12	 不择手段/l u [vp] 
7	 r p r [advp] 不满/a 
7	 [vp] f 不/d [np] 
26	 p r 不/d p u [np] 
7	 [vp] c 不/d [vp] g 
17	 c r p 不/d a 
7	 [vp] b 不/d [vp] 
7	 不妨/v [np] 
12	 不论/c g g 
321	 c [advp] 不/d [vp] g [vp] 
7	 m [advp] 不/d a 
7	 不/d [vp] [pp] [vp] p s 
7	 [advp] [vp] 不/d [vp] 不/d [vp] 
17	 [vp] 不胜枚举/v 
72	 c [pp] [np] [advp] 不/d [vp] 
16	 [np] 不宜/v [advp] a 
7	 c 不行/a 
12	 [vp] 不如/v [np] 
14	 b b 不/d [vp] 
12	 c [vp] 不可/v [vp] 
20	 r [advp] 不惜/v [vp] 
16	 不可不/d g [advp] 
7	 r [advp] r 不/d a 
13	 不外乎/v [vp] 
7	 [vp] 不足/v g 
7	 不管/c r p r 
13	 [advp] 不免/d [vp] 
18	 [np] [vp] 不景气/a 
873	 c r [advp] 不/d [vp] [pp] [vp] 
29	 [np] p r 不利/a 
7	 不但/c [vp] l 
7	 不/d b u [np] 
46	 c [vp] 不够/a a 
14	 [advp] 不可/v [advp] a 
7	 不能/v [advp] [vp] [pp] 
14	 不/d [vp] [advp] 不要紧/v 
7	 r c [np] 不/d [vp] 
7	 不/d [vp] 不得/v 
7	 不管/c r [qp] 
578	 c 不管怎样/l [vp] 
7	 [pp] 不同/a y 
7	 不/d [vp] 不/d f 
7	 c 不/d [vp] p r u 
7	 c 不/d g r 
63	 不知/v [np] [vp] y 
7	 c 不/d [vp] p g 
53	 [np] 不合/v [np] 
7	 [np] 不比/p [np] 
12	 p t [advp] 不/d [vp] 
7	 不知/v [vp] p [vp] 
7	 c 不/d [vp] [advp] g 
17	 不/d [pp] g g 
7	 c [advp] 不/d a r 
7	 不外/v [np] 
101	 g 不/d [advp] [vp] g 
7	 g [np] 不/d [vp] g 
35	 [np] 不/d g c [vp] 
7	 t t 不/d a 
13	 [vp] 不够/a [np] 
7	 [vp] [qp] 不/d y 
7	 z c 不/d a 
12	 t [np] 不/d [vp] [qp] 
25	 [np] 不相上下/v 
59	 [vp] 不/d [vp] [advp] [vp] a 
7	 [np] [vp] p 不同/a [np] 
7	 t 不/d [vp] b 
35	 r [advp] [vp] g 不/d [vp] 
7	 g 不足/v k 
7	 g 不安/a g 
7	 f f 不/d [vp] 
7	 [vp] g [advp] 不/d a 
7	 g u 不/d g 
7	 f 不/d u [vp] 
7	 c g [np] 不/d [vp] 
7	 c [vp] f 不/d [vp] 
7	 不容置疑/v u [vp] 
7	 [np] 不/d [vp] a [vp] 
7	 [np] [vp] 不可/v g 
7	 [np] f [vp] 不善/a 
9035	 s u [np] [advp] 不/d [vp] y 
38	 [advp] [vp] 不/d f [advp] [vp] 
7	 r 不仅/c [np] [vp] 
7	 c [advp] [vp] 不/d u r 
7	 t 不/d y 
7	 t 不/d g [np] 
7	 [np] 不/d u [qp] 
7	 z [vp] 不/d [vp] 
7	 g [vp] a 不/d [vp] 
7	 不顾/v [np] a 
7	 p r u 不懈努力/v 
7	 [np] f 不/d u [np] 
7	 不论/c [vp] a 
15	 a u 不行/a y 
14	 [advp] 不/d u [qp] 
28	 [np] [advp] 不见/v [vp] 
144	 c [np] [advp] 不够/a a 
7	 c 不/d [vp] [advp] a y 
19	 [vp] [advp] 不好意思/a 
112	 r 不仅/c [pp] [vp] 
293	 [vp] p 不/d [vp] f 
7	 g g 不/d [np] 
7	 [advp] 不当/a [np] 
48	 r [advp] 不/d u [np] 
7	 不断/d [vp] c [vp] [qp] c [np] [vp] 
7	 m [vp] 不/d [vp] m t 
7	 [np] [vp] 不住/d u p f [vp] 
146	 [pp] [np] c 不断/d [vp] 
7	 t 不足/v [qp] 
7	 不论/c [vp] c 不/d [vp] 
12	 [vp] l [vp] 不/d [vp] 
7	 g [vp] 不/d [np] 
13	 [np] [advp] a [advp] 不/d [vp] 
18	 不厌其烦/l u [vp] 
7	 c [vp] 不/d u a 
135	 c [np] [advp] [vp] 不/d [vp] y 
37	 [np] g [np] [advp] 不/d [vp] 
37	 [np] 不/d [vp] [pp] [np] [vp] 
7	 [vp] m [np] [vp] 不/d [vp] 
7	 [np] t [vp] 不/d a 
40	 [vp] 不/d [vp] [advp] [vp] 不/d [vp] 
66	 r [advp] u [np] [advp] 不/d [vp] 
20	 不甘/v [np] f 
20	 [np] [advp] 不息/v 
7	 [np] u 不/d [vp] y 
90	 不久/m [vp] s 
55	 [np] g [advp] 不/d [vp] y 
7	 不过/c [advp] [vp] m t 
7	 r [advp] 不堪/v 
7	 不动产/n [vp] 
7	 t [advp] 不/d [advp] a 
7	 p r c 不/d a 
34	 不/d [vp] k [vp] m 
7	 c [np] a 不/d a 
184	 c r [advp] [vp] 不通/a 
7	 [pp] [vp] 不严/a 
39	 r c 不能/v [advp] [vp] 
7	 不/d [vp] [pp] u [np] 不/d [vp] 
7	 不由得/d [np] [vp] 
20	 t 不知/v [vp] a 
7	 s u 不少/m [np] 
7	 m [vp] 不/d [vp] [advp] [vp] 
12	 c [vp] 不/d a y 
12	 [pp] c [np] u 不断/d [vp] 
333	 [vp] 不/d [vp] p [vp] y 
7	 不行/a u [np] 
53	 m [np] g u 不/d [vp] g 
7	 s 不行/a 
19	 c [np] r 不/d [vp] 
7	 c 不能/v p 
7	 r [qp] 不/d g u g 
7	 [np] [advp] [vp] 不止/v 
7	 c a u 不/d a 
7	 不由得/d s m [vp] 
7	 m 不/d [pp] 
7	 g [vp] c 不可/v g 
55	 [np] 不能/v [advp] [vp] y 
77	 r [advp] 不/d [vp] p s [vp] 
7	 s [advp] 不/d a y 
17	 不/d p r u [vp] 不同/a c [vp] 
7	 不但/c [vp] m 
267	 c [np] c 不/d r a 
7	 [advp] 不/d [vp] m u [np] 
12	 r 不免/d [vp] 
32	 r 不/d [vp] [advp] [vp] [pp] 
7	 [pp] [np] 不足/v 
7	 c r 不必/d [vp] 
29	 r 不畏强暴/v 
7	 r g u 不/d [vp] 
7	 c [vp] 不到/v [vp] 
7	 c a 不堪/v 
7	 不/d [vp] [qp] m g 
7	 不/d [vp] p [vp] f [vp] 
7	 不过/c r [advp] [vp] a 
7	 t a u a 不/d [vp] a 
13	 不/d [vp] [pp] g g 
7	 s r 不/d [vp] 
456	 r [advp] [vp] 不要/d [vp] 
12	 c [qp] [advp] [vp] 不/d [vp] 
7	 a u 不/d [advp] a 
137	 [vp] p 不/d [advp] [np] f 
7	 [pp] [np] 不/d g 
7	 c m [vp] c 不/d g 
7	 [np] c 不/d a u 
7	 [pp] [np] u 不/d a 
7	 [vp] [advp] 不已/v 
7	 [pp] [vp] 不断/d [vp] 
23	 s [np] 不畏/v [np] 
7	 p 不断/d [vp] c [vp] 
7	 不/d a [vp] a u 
12	 s [np] [advp] 不甘落后/v 
7	 不止/v [vp] 
7	 不/d [vp] [pp] [np] r 
7	 [np] [vp] 不息/v 
7	 [advp] 不见/v a 
28	 c r [advp] 不/d p [vp] 
7	 [advp] p [vp] 不少/m [np] 
33	 r t [vp] 不少/m [np] 
12	 p 不同/a f 
808	 u [np] 不/d [vp] a u 
7	 [np] 不/d u a 
12	 p [vp] 不正之风/l 
7	 [vp] 不/d [vp] a [vp] 
7	 p 不/d l 
7	 t [advp] [vp] 不/d y 
12	 [np] f 不/d [vp] y 
12	 不少/m [np] [advp] p [vp] 
1662	 r [advp] 不知/v [vp] a y 
7	 r s 不/d [advp] a 
12	 m [np] 不/d [vp] [advp] [vp] 
7	 不/d p t r 
7	 r 不/d [vp] g u [np] 
7	 [np] u [vp] 不/d a 
13	 c [np] k [advp] 不/d [vp] 
7	 不/d [vp] [pp] s [vp] 
66	 [advp] 不过/d [vp] l 
7	 不一会儿/l [advp] [vp] y 
7	 不/d [vp] m t m t 
7	 [vp] 不一会/l 
7	 c p r 不/d a 
45	 r s c 不/d [vp] 
7	 r 不/d p [vp] g 
22	 c 不/d [vp] p t [vp] 
7	 r [advp] 不无/v [np] 
7	 s [vp] 不能/v [vp] 
55	 r [advp] 不/d [vp] [pp] u [np] 
7	 g [vp] 不久/m 
7	 c [advp] 不乏/v [np] 
17	 [np] [vp] [pp] [np] [pp] 不/d [vp] 
7	 [advp] 不/d [advp] [vp] [advp] [np] 
7	 不啻/d l 
7	 [np] 不少/m [np] 
13	 [np] [advp] 不好过/a 
7	 不顾一切/l [np] 
7	 [np] 不管/c [np] 
7	 [vp] 不/d u [advp] [np] 
7	 a 不/d g g 
23	 r 不时/d u [vp] 
7	 t u [np] [advp] [vp] 不/d [vp] y 
33	 [np] [advp] 不/d [pp] y 
7	 不懂装懂/v 
7	 [advp] t [advp] 不/d [vp] 
7	 r 不朽/z u [np] 
7	 r 不会/v [vp] 
7	 c r a 不/d [vp] 
7	 [vp] 不用/d [np] 
7	 r [advp] 不如/v r 
77	 c r p r [advp] 不/d a 
7	 r [advp] 不/d [vp] a a 
7	 [pp] u 不断/d [vp] c [np] 
48	 [np] [advp] 不错/a y 
7	 [advp] 不妙/a y 
7	 r 不解/v [np] 
13	 c [np] [advp] 不足/v 
12	 t [advp] [vp] 不/d u [np] 
22	 r 不仅/c [vp] p r 
12	 不要/d a [vp] 
19	 r [advp] 不妨/d [vp] 
7	 不要/d [vp] s u [np] 
22	 [advp] 不近人情/v 
7	 c [vp] 不/d u [vp] 
7	 不/d [vp] t r 
7	 b u [np] [advp] 不/d a 
19	 t r [advp] 不/d a y 
7	 不要/d [vp] m [vp] 
7	 不许/d a 
7	 [vp] [advp] a 不/d u y 
7	 不过/c [np] [advp] u [vp] 
7	 不畏/v l 
29	 [np] f 不/d [vp] g [vp] g 
7	 不但/c [vp] 不/d [vp] 
22	 t [np] [advp] [vp] 不/d [vp] y 
140	 c r 不/d [advp] [vp] y 
7	 [advp] 不要/d [advp] a 
17	 [np] [vp] 不/d f [vp] 
7	 t [vp] 不/d a y 
35	 r [advp] [np] [advp] [vp] 不/d [vp] 
31	 [advp] [vp] t [advp] 不/d [vp] 
12	 r 不/d [vp] [advp] [vp] t 
16	 r [advp] 不过/d m t 
7	 c r m [vp] 不/d [vp] 
7	 r t [np] [advp] 不好/a 
90	 r 不禁/d a [vp] 
7	 [np] [advp] 不俗/a 
7	 u [vp] [advp] [vp] 不/d a 
7	 不/d [vp] s a 
42	 c [np] 不对/a 
7	 g [pp] 不/d [vp] 
20	 c b [vp] 不可/v u [np] 
12	 [np] [vp] [qp] 不同/a u [np] 
27	 [advp] 不知/v [vp] m [np] 
7	 [vp] m [np] 不/d a 
25	 m a 不/d [np] 
18	 [vp] 不/d [np] u 
7	 s 不仅/c [advp] [vp] 
78	 r [advp] [np] [advp] 不/d [vp] 
7	 [vp] 不/d g u r 
14	 r [qp] [advp] 不/d a y 
7	 p 不同/a [np] [pp] u [vp] 
7	 不/d [vp] [advp] g [vp] 
7	 g b 不知/v [vp] 
7	 r 不大/d [vp] 
51	 c 不巧/d 
7	 不管怎样/l a 
52	 [advp] 不/d a g [vp] 
7	 c [advp] [vp] [advp] [vp] 不/d [vp] 
267	 r [advp] [vp] [qp] 不同/a u [np] 
7	 r u [vp] [advp] 不/d [vp] 
7	 c 不/d [advp] [vp] g 
7	 f 不愧/d g 
7	 c 不/d [pp] u [np] 
7	 c s [np] m t 不/d [vp] 
12	 s [advp] 不/d [vp] g 
7	 不管/c a g 
12	 r 不/d [vp] g g [np] 
7	 不必/d 不必/d 
37	 不苟言笑/v u [np] 
7	 r t [advp] [vp] 不/d a 
15	 [advp] 不/d [advp] p [vp] 
7	 [advp] r 不在乎/v 
7	 不过/c [advp] [vp] [advp] [vp] 
7	 [vp] 不大/d a 
35	 m [vp] 不/d [vp] m a 
144	 r m 不/d [vp] p [vp] 
14	 [vp] [advp] [vp] 不过/u y 
30	 [advp] 不/d c r 
19	 r 不/d u 不/d [vp] 
7	 [vp] 不一会儿/l 
7	 r g u 不少/m [np] 
7	 不过/c r [advp] 不/d a 
12	 [np] z 不/d [vp] 
18	 r 不/d [vp] [advp] [vp] m [vp] 
7	 不要/d m t 
7	 g g 不/d [vp] y 
24	 r 不在乎/v [np] 
12	 c r [advp] 不再/d [vp] 
7	 [vp] [advp] 不巧/d 
7	 不如意事常八九/v 
37	 r [advp] u 不/d [vp] y 
191	 r t r [advp] 不/d [vp] y 
7	 不禁/d a y 
7	 [vp] 不/d [vp] p [vp] [qp] r 
30	 r [advp] 不好意思/a y 
13	 r 不禁/d [vp] [qp] g [vp] 
13	 [vp] [advp] [vp] 不/d a y 
25	 r [advp] p [vp] 不/d [vp] 
7	 s [np] 不/d [vp] m 
7	 [np] 不算/v [np] 
12	 不论/c [vp] 不/d [vp] 
7	 不过/c [advp] 不/d a 
15	 s 不肖/b [vp] 
53	 r 不/d [vp] [advp] p [vp] y 
21	 r p r u [advp] 不/d a 
7	 不论/c t c t 
67	 [np] 不久/m [advp] [vp] y 
7	 [advp] 不足/v g 
7	 c r [advp] 不/d r 
7	 不过/c [np] u [vp] 
7	 不说/c [vp] 
7	 不/d g 不孝/a 
3103	 r [advp] [vp] 不少/m [np] y 
7	 [qp] [advp] 不/d g 
7	 c [advp] [vp] 不/d a y 
7	 [vp] 不/d [np] y 
21	 c [advp] a 不/d u r 
233	 r [advp] [vp] [advp] 不/d a y 
7	 [vp] 不住/d [np] 
7	 [vp] [advp] 不同/a y 
13	 r [advp] 不觉/d 
19	 r 不再/d p [vp] 
12	 c r [advp] 不要/d [vp] 
7	 [vp] [advp] a 不/d u u y 
20	 f r 不/d [vp] y 
7	 不禁/d s m a 
151	 [vp] 不/d [vp] p r [advp] [vp] 
13	 r [advp] 不/d [vp] g [vp] 
18	 r [advp] [vp] 不/d [vp] p [vp] 
7	 r [advp] 不知/v r 
17	 r c 不/d p r 
7	 r 不/d [vp] [advp] r 
7	 r b 不/d [vp] 
7	 不/d a 不好/a 
7	 [advp] 不理/v r 
7	 [np] a u 不行/a 
13	 r t t 不/d [vp] 
1348	 不/d [vp] p 不/d p 
7	 c r [advp] r [advp] 不/d [vp] 
43	 r [advp] [vp] t 不/d a 
19	 r p r [advp] 不/d [vp] a 
12	 r p r [advp] 不/d a y 
21	 r 不/d [vp] 不/d a u 
18	 p t f p s [vp] p 不同/a [np] [vp] [advp] g [qp] 
7	 不拘/v [vp] 
7	 [vp] p r [advp] [vp] [advp] 不/d [vp] 
6	 [advp] 不/d [vp] g r 
11	 [advp] 不/d f [vp] 
11	 [vp] 不/d [vp] 不/d [vp] y 
6	 [np] u 不错/a 
6	 c [np] 不景气/a 
12	 r [pp] 不错/a 
6	 [advp] g g 不/d [vp] 
6	 r 不/d [vp] [advp] [vp] s 
6	 [advp] 不/d [vp] [advp] p r 
6	 [vp] 不/d a a u 
6	 s u [np] 不/d [advp] a 
16	 [vp] c 不/d [advp] [vp] 
6	 [vp] t [np] 不/d a 
17	 r u 不朽/z [np] 
6	 c [vp] 不已/v 
6	 不肖子孙/l 
6	 f 不得不/d [vp] 
6	 不断/d p f [vp] 
6	 不然/c [advp] [vp] [advp] [vp] 
230	 t r [advp] 不/d [vp] m t 
227	 c r 不畏/v [np] 
13	 [np] 不/d f [vp] 
6	 [np] [vp] p 不同/a u [np] 
32	 [pp] [np] u 不足/a 
11	 [vp] f 不再/d [vp] 
6	 不断/d p s [vp] 
6	 [np] [advp] 不得不/d [vp] 
6	 不久/m [advp] p [vp] 
6	 不可/v [vp] k 
6	 不但/c [np] 不/d [vp] 
86	 c [np] 不/d p [vp] 
38	 [vp] m [vp] 不/d g 
6	 c g 不见/v [np] p 
6	 不少/m [np] [vp] [pp] 
6	 不再/d [pp] [np] 
11	 [np] 不但/c [np] a 
11	 [advp] [vp] [advp] a 不过/u u y 
22	 [advp] a 不/d [vp] [qp] 
